,Model,Fuel Type,Engine Size,Transmission,Mileage,Doors,BHP,Year,MPG,Body Type,CO2,Colour,Price
289,Polo,Petrol,1.0L,Manual,"27,940 miles",5,59 bhp,2017 (17),60.1,Hatchback,114 g/km,BLACK,"£11,000"
290,Polo,Petrol,1.0L,Manual,"23,981 miles",5,59 bhp,2017 (67),60.1,Hatchback,108 g/km,GREY,"£11,000"
291,Polo,Petrol,1.2L,Manual,"31,308 miles",3,89 bhp,2017 (17),60.1,Hatchback,107 g/km,WHITE,"£11,000"
292,Polo,Petrol,1.2L,Manual,"28,103 miles",5,89 bhp,2017 (17),60.1,Hatchback,107 g/km,GREY,"£10,900"
293,Golf,Diesel,1.6L,Manual,"84,684 miles",5,114 bhp,2017 (17),67.3,Estate,109 g/km,BLACK,"£10,500"
294,Polo,Petrol,1.0L,Manual,"47,932 miles",5,64 bhp,2019 (68),48.7,Hatchback,109 g/km,GREY,"£10,500"
295,Golf,Diesel,1.6L,Manual,"40,615 miles",5,103 bhp,2015 (15),72.4,Hatchback,102 g/km,GREY,"£10,400"
296,Polo,Petrol,1.2L,Manual,"25,507 miles",3,89 bhp,2016 (16),60.1,Hatchback,107 g/km,BLACK,"£10,400"
297,Polo,Petrol,1.0L,Manual,"26,348 miles",5,59 bhp,2016 (16),60.1,Hatchback,114 g/km,GREY,"£10,100"
298,Polo,Petrol,1.2L,Manual,"39,675 miles",5,89 bhp,2015 (65),60.1,Hatchback,107 g/km,GREY,"£10,100"
299,Polo,Diesel,1.4L,Manual,"25,408 miles",5,74 bhp,2015 (65),83.1,Hatchback,88 g/km,BLACK,"£10,000"
300,Polo,Petrol,1.2L,Manual,"55,126 miles",5,89 bhp,2016 (16),60.1,Hatchback,107 g/km,GREY,"£9,300"
301,Golf,Diesel,1.6L,Manual,"44,249 miles",5,103 bhp,2014 (14),72.4,Hatchback,102 g/km,BLACK,"£9,300"
302,Polo,Petrol,1.0L,Manual,"29,682 miles",5,59 bhp,2015 (65),60.1,Hatchback,114 g/km,BLUE,"£9,000"
303,Polo,Petrol,1.2L,Manual,"41,654 miles",5,89 bhp,2015 (65),60.1,Hatchback,107 g/km,BLUE,"£8,900"
304,Polo,Petrol,1.2L,Manual,"40,606 miles",3,89 bhp,2015 (15),60.1,Hatchback,107 g/km,RED,"£8,600"
305,Up,Petrol,1.0L,Manual,"15,057 miles",3,59 bhp,2018 (68),64.2,Hatchback,101 g/km,WHITE,"£8,500"
306,Up,Petrol,1.0L,Manual,"37,906 miles",5,59 bhp,2017 (67),64.2,Hatchback,101 g/km,BLUE,"£7,800"
307,Up,Petrol,1.0L,Manual,"23,024 miles",3,59 bhp,2017 (67),64.2,Hatchback,101 g/km,RED,"£7,700"
308,Up,Petrol,1.0L,Manual,"27,727 miles",3,59 bhp,2017 (67),64.2,Hatchback,101 g/km,WHITE,"£7,500"
309,Polo,Petrol,1.2L,Manual,"71,395 miles",3,89 bhp,2014 (64),60.1,Hatchback,107 g/km,BLUE,"£7,000"
310,Up,Petrol,1.0L,Manual,"8,810 miles",3,59 bhp,2016 (66),64.2,Hatchback,101 g/km,RED,"£6,500"
311,Up,Petrol,1.0L,Manual,"49,271 miles",3,59 bhp,2015 (65),62.8,Hatchback,105 g/km,RED,"£5,600"
